gene_symbol,sex_analysis_recommendation,male_sufficient,female_sufficient,max_male_mice,max_female_mice
Rnd3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tmem169,Both male and female analysis recommended,True,True,3.0,3.0
Sntn,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Itfg2,Both male and female analysis recommended,True,True,4.0,3.0
Knstrn,Both male and female analysis recommended,True,True,5.0,8.0
Mocos,Both male and female analysis recommended,True,True,3.0,5.0
Dctn1,Female-only analysis recommended,False,True,0.0,4.0
Fmo5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rbbp4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Spata22,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dbf4,Both male and female analysis recommended,True,True,4.0,4.0
B3galnt2,Both male and female analysis recommended,True,True,4.0,4.0
Mtarc1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tbx22,Insufficient data for sex-specific analysis,True,True,4.0,4.0
Xpnpep3,Both male and female analysis recommended,True,True,3.0,4.0
Lamtor1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Scn4a,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Slc39a4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rnf25,Both male and female analysis recommended,True,True,4.0,4.0
Aplnr,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Actrt3,Both male and female analysis recommended,True,True,3.0,4.0
Spata13,Insufficient data for sex-specific analysis,False,False,1.0,2.0
Pram1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gm5447,Both male and female analysis recommended,True,True,4.0,4.0
Gm13547,Male-only analysis recommended,True,False,3.0,1.0
Igflr1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Nrxn2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Wnt3,Both male and female analysis recommended,True,True,3.0,3.0
Gpr119,Insufficient data for sex-specific analysis,False,False,,
Antkmt,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Crmp1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Muc3a,Both male and female analysis recommended,True,True,4.0,4.0
Hpse,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Adgrl4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ebf1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Prdm10,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ccdc134,Male-only analysis recommended,True,False,3.0,1.0
Defb14,Female-only analysis recommended,False,True,0.0,4.0
Brap,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Magi3,Insufficient data for sex-specific analysis,False,False,,
Pced1a,Both male and female analysis recommended,True,True,4.0,3.0
Retreg1,Both male and female analysis recommended,True,True,4.0,4.0
Spata2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Acap2,Both male and female analysis recommended,True,True,4.0,4.0
Golph3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Abca14,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fndc4,Both male and female analysis recommended,True,True,4.0,4.0
Gal,Male-only analysis recommended,True,False,4.0,0.0
Olah,Female-only analysis recommended,False,True,2.0,6.0
Gpr137b,Male-only analysis recommended,True,False,4.0,2.0
Nim1k,Both male and female analysis recommended,True,True,4.0,4.0
Trp73,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Nog,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Zfyve19,Both male and female analysis recommended,True,True,4.0,4.0
Dlgap1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tecpr2,Both male and female analysis recommended,True,True,4.0,4.0
Grin3b,Insufficient data for sex-specific analysis,False,False,2.0,1.0
Trim55,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Plaa,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Parp12,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cep95,Both male and female analysis recommended,True,True,4.0,4.0
Prss48,Both male and female analysis recommended,True,True,7.0,8.0
Aass,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rasal3,Both male and female analysis recommended,True,True,3.0,3.0
Il1r1,Both male and female analysis recommended,True,True,8.0,8.0
Dctn6,Both male and female analysis recommended,True,True,4.0,4.0
Ang6,Both male and female analysis recommended,True,True,3.0,3.0
Fndc9,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Hdac4,Both male and female analysis recommended,True,True,8.0,8.0
Syt14,Both male and female analysis recommended,True,True,4.0,4.0
Caap1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Iqgap2,Both male and female analysis recommended,True,True,4.0,4.0
Cchcr1,Both male and female analysis recommended,True,True,4.0,4.0
Zfp111,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rwdd1,Female-only analysis recommended,False,True,0.0,4.0
Srrm4,Female-only analysis recommended,False,True,2.0,6.0
Ubl7,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Lrr1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Inmt,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pkd1l2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Exosc8,Both male and female analysis recommended,True,True,4.0,3.0
Tgif2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Scfd1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Lpxn,Female-only analysis recommended,False,True,2.0,5.0
Ntrk2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rsf1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cttn,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cxcl5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Hnrnpr,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Zfp445,Both male and female analysis recommended,True,True,4.0,4.0
Slfn14,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Il36rn,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Neurl4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mipol1,Insufficient data for sex-specific analysis,False,False,2.0,1.0
Tfrc,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Kcne3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Nfatc2ip,Both male and female analysis recommended,True,True,5.0,3.0
Tmem145,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Sec22b,Female-only analysis recommended,False,True,0.0,4.0
Irx6,Female-only analysis recommended,False,True,2.0,3.0
Pmel,Both male and female analysis recommended,True,True,4.0,4.0
Cflar,Both male and female analysis recommended,True,True,3.0,3.0
Mgmt,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Stxbp1,Both male and female analysis recommended,True,True,3.0,4.0
Ccdc186,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cgref1,Both male and female analysis recommended,True,True,4.0,4.0
Cog3,Female-only analysis recommended,False,True,4.0,4.0
Metrnl,Male-only analysis recommended,True,False,4.0,0.0
Kcnip3,Both male and female analysis recommended,True,True,3.0,3.0
Mphosph9,Both male and female analysis recommended,True,True,4.0,4.0
Gramd2a,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Crtc3,Insufficient data for sex-specific analysis,False,False,2.0,1.0
Acy3,Both male and female analysis recommended,True,True,4.0,4.0
Tmem14a,Both male and female analysis recommended,True,True,4.0,4.0
Ccdc50,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Slc16a4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mtmr7,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cbr3,Both male and female analysis recommended,True,True,3.0,3.0
Ccnb1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fbxo21,Male-only analysis recommended,True,False,4.0,2.0
Sap30,Both male and female analysis recommended,True,True,4.0,3.0
Fads6,Both male and female analysis recommended,True,True,4.0,4.0
Syn3,Both male and female analysis recommended,True,True,4.0,4.0
Orc2,Both male and female analysis recommended,True,True,4.0,4.0
Ppp1r36,Insufficient data for sex-specific analysis,False,False,2.0,1.0
Maco1,Insufficient data for sex-specific analysis,False,False,,
Herc4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
G6pd2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cant1,Both male and female analysis recommended,True,True,4.0,4.0
Alpk3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dsg1c,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Prmt6,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Emb,Insufficient data for sex-specific analysis,False,False,,
Sdf2l1,Both male and female analysis recommended,True,True,5.0,4.0
Tmtc2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Whamm,Both male and female analysis recommended,True,True,3.0,4.0
Zc3h14,Female-only analysis recommended,False,True,0.0,4.0
Tbx4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Klhl29,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fgd5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Edar,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Adck5,Both male and female analysis recommended,True,True,3.0,4.0
Lypd2,Both male and female analysis recommended,True,True,3.0,3.0
Or1e1c,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Abcb6,Male-only analysis recommended,True,False,4.0,0.0
Tmem18,Male-only analysis recommended,True,False,4.0,0.0
Timp2,Both male and female analysis recommended,True,True,4.0,4.0
Acod1,Both male and female analysis recommended,True,True,4.0,4.0
Mndal,Both male and female analysis recommended,True,True,4.0,4.0
Acadsb,Both male and female analysis recommended,True,True,4.0,4.0
Natd1,Male-only analysis recommended,True,False,4.0,0.0
Hook3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cast,Both male and female analysis recommended,True,True,4.0,4.0
Mapkapk2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ak4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Phf7,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Krt77,Both male and female analysis recommended,True,True,4.0,4.0
Kif5a,Both male and female analysis recommended,True,True,4.0,4.0
Me3,Both male and female analysis recommended,True,True,4.0,4.0
B3gnt7,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Grk5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Robo3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Lipm,Both male and female analysis recommended,True,True,4.0,3.0
Prxl2a,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Wsb2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tet1,Male-only analysis recommended,True,False,4.0,0.0
Zmym2,Both male and female analysis recommended,True,True,4.0,4.0
Timmdc1,Male-only analysis recommended,True,False,5.0,0.0
Tmem74,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gid8,Both male and female analysis recommended,True,True,4.0,4.0
Otub1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ct45a,Male-only analysis recommended,True,False,4.0,0.0
Pcdhga1,Both male and female analysis recommended,True,True,4.0,4.0
Zfp560,Both male and female analysis recommended,True,True,4.0,4.0
Cecr2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Zfhx4,Both male and female analysis recommended,True,True,4.0,4.0
Pus10,Male-only analysis recommended,True,False,3.0,0.0
Ccdc93,Both male and female analysis recommended,True,True,4.0,3.0
Faim2,Both male and female analysis recommended,True,True,8.0,8.0
H1f10,Both male and female analysis recommended,True,True,4.0,4.0
Lta,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Micos13,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ranbp1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fgf15,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Srd5a3,Both male and female analysis recommended,True,True,4.0,4.0
Coq8b,Both male and female analysis recommended,True,True,4.0,4.0
Lhx6,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pold4,Both male and female analysis recommended,True,True,4.0,4.0
Slc7a3,Insufficient data for sex-specific analysis,True,True,4.0,4.0
1700010I14Rik,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Plaur,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Zfyve26,Both male and female analysis recommended,True,True,4.0,4.0
Fxyd7,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gsdmc,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Kansl3,Both male and female analysis recommended,True,True,4.0,4.0
Sema6a,Insufficient data for sex-specific analysis,False,False,4.0,4.0
Pak2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Amigo3,Both male and female analysis recommended,True,True,3.0,3.0
Srsf7,Both male and female analysis recommended,True,True,5.0,3.0
Dynlrb2,Male-only analysis recommended,True,False,4.0,0.0
Zbtb48,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tat,Both male and female analysis recommended,True,True,4.0,4.0
Lingo3,Insufficient data for sex-specific analysis,False,False,4.0,4.0
Antxrl,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Zg16,Both male and female analysis recommended,True,True,3.0,3.0
Cttnbp2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Kif6,Both male and female analysis recommended,True,True,7.0,8.0
Ssc4d,Both male and female analysis recommended,True,True,4.0,4.0
Spink12,Both male and female analysis recommended,True,True,4.0,4.0
Zfp597,Both male and female analysis recommended,True,True,5.0,4.0
Smyd5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Sptssa,Both male and female analysis recommended,True,True,6.0,4.0
Igfl3,Insufficient data for sex-specific analysis,False,False,3.0,4.0
Lifr,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Grn,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tmeff2,Both male and female analysis recommended,True,True,4.0,4.0
Churc1,Both male and female analysis recommended,True,True,8.0,7.0
Ccdc33,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Nudt14,Female-only analysis recommended,False,True,2.0,3.0
Krt26,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Eif3k,Both male and female analysis recommended,True,True,3.0,4.0
Nemp2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rhbg,Both male and female analysis recommended,True,True,4.0,4.0
Mrgprg,Both male and female analysis recommended,True,True,4.0,4.0
Cybrd1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Hc,Both male and female analysis recommended,True,True,4.0,4.0
Zfp503,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Vwa3a,Male-only analysis recommended,True,False,4.0,2.0
Htr3a,Both male and female analysis recommended,True,True,4.0,4.0
Fam24b,Both male and female analysis recommended,True,True,4.0,4.0
Ufsp2,Female-only analysis recommended,False,True,2.0,4.0
Ap2s1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Galnt13,Insufficient data for sex-specific analysis,False,False,2.0,2.0
