gene_symbol,allele_symbol,zygosity,center,all_bayes_factor,all_p_hearing_loss,all_hdi_lower,all_hdi_upper,all_n_mutants,all_n_controls,all_analysis_key,all_effect_6kHz-evoked,all_effect_12kHz-evoked,all_effect_18kHz-evoked,all_effect_24kHz-evoked,all_effect_30kHz-evoked,male_bayes_factor,male_p_hearing_loss,male_hdi_lower,male_hdi_upper,male_n_mutants,male_n_controls,male_analysis_key,male_effect_6kHz-evoked,male_effect_12kHz-evoked,male_effect_18kHz-evoked,male_effect_24kHz-evoked,male_effect_30kHz-evoked,female_bayes_factor,female_p_hearing_loss,female_hdi_lower,female_hdi_upper,female_n_mutants,female_n_controls,female_analysis_key,female_effect_6kHz-evoked,female_effect_12kHz-evoked,female_effect_18kHz-evoked,female_effect_24kHz-evoked,female_effect_30kHz-evoked
Tff1,Tff1<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,0.002004008016032,0.1,0.0,0.268,6.0,904.0,Tff1_Tff1<tm1a(EUCOMM)Wtsi>_homozygote_WTSI,19.985,19.944,19.992,19.985,19.925,0.0074297947361793,0.126,0.0,0.337,4.0,453.0,Tff1_Tff1<tm1a(EUCOMM)Wtsi>_homozygote_WTSI_male,20.001,20.065,20.023,19.958,20.0,,,,,,,,,,,,
Tmem119,Tmem119<tm1.1(KOMP)Vlcg>,homozygote,UC Davis,0.3712718546451834,0.388,0.074,0.705,4.0,569.0,Tmem119_Tmem119<tm1.1(KOMP)Vlcg>_homozygote_UC Davis,17.731,20.835,14.095,16.327,16.118,,,,,,,,,,,,,,,,,,,,,,,,
Atf6b,Atf6b<tm1.1(KOMP)Vlcg>,heterozygote,UC Davis,1.02122283981809,0.501,0.159,0.849,4.0,569.0,Atf6b_Atf6b<tm1.1(KOMP)Vlcg>_heterozygote_UC Davis,17.352,9.783,9.984,13.49,26.978,,,,,,,,,,,,,,,,,,,,,,,,
Cdrt4,Cdrt4<em1(IMPC)J>,homozygote,JAX,0.0007505629221916,0.085,0.0,0.227,8.0,2541.0,Cdrt4_Cdrt4<em1(IMPC)J>_homozygote_JAX,19.901,19.976,20.061,19.987,19.948,0.0099734881959348,0.127,0.0,0.336,4.0,1264.0,Cdrt4_Cdrt4<em1(IMPC)J>_homozygote_JAX_male,19.917,19.992,19.933,20.028,20.002,0.0081915563957151,0.127,0.0,0.332,4.0,1277.0,Cdrt4_Cdrt4<em1(IMPC)J>_homozygote_JAX_female,19.983,20.011,19.926,19.985,20.055
Nol8,Nol8<tm1b(EUCOMM)Hmgu>,heterozygote,ICS,0.0103561505430664,0.126,0.0,0.335,4.0,1512.0,Nol8_Nol8<tm1b(EUCOMM)Hmgu>_heterozygote_ICS,20.02,19.924,19.977,20.002,20.032,,,,,,,,,,,,,,,,,,,,,,,,
Cyp4f39,Cyp4f39<em1(IMPC)J>,heterozygote,JAX,0.0361352156456417,0.251,0.05,0.482,8.0,2541.0,Cyp4f39_Cyp4f39<em1(IMPC)J>_heterozygote_JAX,21.019,19.523,19.843,22.244,22.747,0.2938702895034772,0.375,0.094,0.679,4.0,1264.0,Cyp4f39_Cyp4f39<em1(IMPC)J>_heterozygote_JAX_male,20.688,19.487,19.898,22.356,22.748,0.0078105316200554,0.126,0.0,0.326,4.0,1277.0,Cyp4f39_Cyp4f39<em1(IMPC)J>_heterozygote_JAX_female,19.981,19.976,20.025,20.001,19.953
Fus,Fus<tm1.1(KOMP)Vlcg>,heterozygote,TCP,0.0838639750711285,0.264,0.014,0.535,4.0,588.0,Fus_Fus<tm1.1(KOMP)Vlcg>_heterozygote_TCP,25.245,9.746,10.912,16.471,17.153,,,,,,,,,,,,,,,,,,,,,,,,
Cdh18,Cdh18<em1(IMPC)J>,homozygote,JAX,0.0134279199391943,0.142,0.0,0.366,3.0,2541.0,Cdh18_Cdh18<em1(IMPC)J>_homozygote_JAX,19.958,19.981,20.025,20.005,19.977,,,,,,,,,,,,,,,,,,,,,,,,
Phtf1,Phtf1<tm1b(KOMP)Wtsi>,homozygote,UC Davis,0.0064159013712416,0.124,0.0,0.327,4.0,569.0,Phtf1_Phtf1<tm1b(KOMP)Wtsi>_homozygote_UC Davis,19.971,20.085,19.968,19.997,20.064,,,,,,,,,,,,,,,,,,,,,,,,
Fabp2,Fabp2<em1(IMPC)Hmgu>,homozygote,HMGU,0.0006253908692933,0.091,0.0,0.242,7.0,1804.0,Fabp2_Fabp2<em1(IMPC)Hmgu>_homozygote_HMGU,20.001,20.016,20.002,20.038,20.035,0.0076835873535709,0.125,0.0,0.324,4.0,920.0,Fabp2_Fabp2<em1(IMPC)Hmgu>_homozygote_HMGU_male,20.087,19.972,20.055,19.942,20.081,0.015744032503809,0.142,0.0,0.369,3.0,884.0,Fabp2_Fabp2<em1(IMPC)Hmgu>_homozygote_HMGU_female,19.986,20.033,19.969,19.973,19.997
Grsf1,Grsf1<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,0.0081915563957151,0.125,0.0,0.335,4.0,904.0,Grsf1_Grsf1<tm1b(EUCOMM)Wtsi>_homozygote_WTSI,19.993,20.066,20.073,20.033,20.036,,,,,,,,,,,,,,,,,,,,,,,,
Klhl40,Klhl40<em1(IMPC)J>,heterozygote,JAX,0.0001250156269533,0.083,0.0,0.224,8.0,2541.0,Klhl40_Klhl40<em1(IMPC)J>_heterozygote_JAX,20.029,19.96,19.95,19.988,20.005,0.0071761299257207,0.125,0.0,0.331,4.0,1264.0,Klhl40_Klhl40<em1(IMPC)J>_heterozygote_JAX_male,20.064,20.068,19.977,20.005,19.955,0.0071761299257207,0.125,0.0,0.337,4.0,1277.0,Klhl40_Klhl40<em1(IMPC)J>_heterozygote_JAX_female,19.981,19.967,19.935,20.051,20.063
Npsr1,Npsr1<tm1b(KOMP)Wtsi>,homozygote,RBRC,0.0074297947361793,0.126,0.0,0.325,4.0,293.0,Npsr1_Npsr1<tm1b(KOMP)Wtsi>_homozygote_RBRC,19.994,19.977,19.987,19.964,19.985,0.0062893081761006,0.124,0.0,0.325,4.0,236.0,Npsr1_Npsr1<tm1b(KOMP)Wtsi>_homozygote_RBRC_male,20.023,19.953,19.95,20.027,19.934,,,,,,,,,,,,
Ppp2r2c,Ppp2r2c<em1(IMPC)Marc>,homozygote,MARC,0.599360255897641,0.431,0.057,0.785,4.0,147.0,Ppp2r2c_Ppp2r2c<em1(IMPC)Marc>_homozygote_MARC,14.378,16.825,11.535,11.791,24.731,,,,,,,,,,,,,,,,,,,,,,,,
Cct8,Cct8<em1(IMPC)J>,heterozygote,JAX,0.0007505629221916,0.083,0.0,0.221,8.0,2541.0,Cct8_Cct8<em1(IMPC)J>_heterozygote_JAX,20.032,19.986,19.973,19.941,20.036,0.0089544709294993,0.125,0.0,0.333,4.0,1264.0,Cct8_Cct8<em1(IMPC)J>_heterozygote_JAX_male,20.005,19.9,19.967,19.983,19.984,0.006669183339625,0.124,0.0,0.325,4.0,1277.0,Cct8_Cct8<em1(IMPC)J>_heterozygote_JAX_female,19.974,20.0,20.039,20.007,20.012
Alg6,Alg6<em1(IMPC)Tcp>,heterozygote,TCP,0.0079375078745117,0.123,0.0,0.33,4.0,588.0,Alg6_Alg6<em1(IMPC)Tcp>_heterozygote_TCP,20.005,19.975,19.978,20.003,20.018,,,,,,,,,,,,,,,,,,,,,,,,
Cs,Cs<tm1.1(KOMP)Wtsi>,heterozygote,HMGU,0.0061627468242988,0.125,0.0,0.319,6.0,755.0,Cs_Cs<tm1.1(KOMP)Wtsi>_heterozygote_HMGU,19.558,19.625,19.266,18.742,19.97,0.0758472296933835,0.22,0.0,0.517,3.0,392.0,Cs_Cs<tm1.1(KOMP)Wtsi>_heterozygote_HMGU_male,18.874,19.141,18.532,17.35,20.129,0.0156150818839659,0.143,0.0,0.376,3.0,363.0,Cs_Cs<tm1.1(KOMP)Wtsi>_heterozygote_HMGU_female,19.999,19.987,19.952,19.96,20.011
Hacd1,Hacd1<em1(IMPC)Mbp>,heterozygote,UC Davis,0.002004008016032,0.1,0.0,0.266,6.0,569.0,Hacd1_Hacd1<em1(IMPC)Mbp>_heterozygote_UC Davis,20.035,19.93,19.964,19.998,19.983,,,,,,,,,,,,,0.0090817356205852,0.126,0.0,0.334,4.0,288.0,Hacd1_Hacd1<em1(IMPC)Mbp>_heterozygote_UC Davis_female,20.101,19.944,19.983,20.088,20.035
Commd10,Commd10<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,0.0057832537088257,0.125,0.0,0.33,4.0,904.0,Commd10_Commd10<tm1a(EUCOMM)Wtsi>_heterozygote_WTSI,19.977,19.976,20.032,20.072,20.046,,,,,,,,,,,,,0.0065425264217413,0.124,0.0,0.327,4.0,451.0,Commd10_Commd10<tm1a(EUCOMM)Wtsi>_heterozygote_WTSI_female,19.975,20.001,19.917,20.026,19.954
Adam32,Adam32<tm1b(KOMP)Wtsi>,homozygote,JAX,0.0003751406777541,0.082,0.0,0.224,8.0,2541.0,Adam32_Adam32<tm1b(KOMP)Wtsi>_homozygote_JAX,20.031,20.03,20.034,19.976,20.02,0.0087000378262514,0.126,0.0,0.339,4.0,1264.0,Adam32_Adam32<tm1b(KOMP)Wtsi>_homozygote_JAX_male,20.019,20.083,19.948,19.986,19.931,0.0085728693898134,0.127,0.0,0.338,4.0,1277.0,Adam32_Adam32<tm1b(KOMP)Wtsi>_homozygote_JAX_female,20.019,19.964,20.005,19.963,19.987
Leo1,Leo1<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,0.0076835873535709,0.124,0.0,0.33,4.0,904.0,Leo1_Leo1<tm1a(EUCOMM)Wtsi>_heterozygote_WTSI,19.952,20.036,20.038,19.965,20.042,0.0083186286866649,0.127,0.0,0.335,4.0,453.0,Leo1_Leo1<tm1a(EUCOMM)Wtsi>_heterozygote_WTSI_male,20.013,19.99,19.968,20.017,20.013,,,,,,,,,,,,
Cry1,Cry1<em1(IMPC)H>,homozygote,MRC Harwell,0.0095911155981827,0.126,0.0,0.335,4.0,858.0,Cry1_Cry1<em1(IMPC)H>_homozygote_MRC Harwell,19.942,19.94,19.919,20.088,20.029,,,,,,,,,,,,,,,,,,,,,,,,
H2az1,H2az1<em1(IMPC)J>,heterozygote,JAX,0.0011262670504317,0.083,0.0,0.223,8.0,2541.0,H2az1_H2az1<em1(IMPC)J>_heterozygote_JAX,20.01,20.009,19.915,19.986,19.956,0.0074297947361793,0.125,0.0,0.333,4.0,1264.0,H2az1_H2az1<em1(IMPC)J>_heterozygote_JAX_male,20.061,19.976,20.028,19.963,19.955,0.0074297947361793,0.126,0.0,0.339,4.0,1277.0,H2az1_H2az1<em1(IMPC)J>_heterozygote_JAX_female,20.051,20.004,20.0,20.021,19.909
Dcaf7,Dcaf7<tm1b(EUCOMM)Wtsi>,heterozygote,ICS,0.7204301075268817,0.462,0.114,0.835,6.0,1512.0,Dcaf7_Dcaf7<tm1b(EUCOMM)Wtsi>_heterozygote_ICS,18.25,17.094,15.407,16.233,18.255,0.1719894520949311,0.254,0.0,0.656,3.0,767.0,Dcaf7_Dcaf7<tm1b(EUCOMM)Wtsi>_heterozygote_ICS_male,18.332,18.668,17.937,18.515,18.806,0.5214910612400152,0.424,0.092,0.738,3.0,745.0,Dcaf7_Dcaf7<tm1b(EUCOMM)Wtsi>_heterozygote_ICS_female,20.989,18.502,17.478,18.044,19.795
Slc66a3,Slc66a3<tm1a(KOMP)Wtsi>,homozygote,WTSI,0.0069225928256765,0.124,0.0,0.325,4.0,904.0,Slc66a3_Slc66a3<tm1a(KOMP)Wtsi>_homozygote_WTSI,19.996,19.959,19.961,20.008,20.02,0.0147133434804667,0.142,0.0,0.374,3.0,453.0,Slc66a3_Slc66a3<tm1a(KOMP)Wtsi>_homozygote_WTSI_male,19.969,19.964,20.001,19.973,19.96,,,,,,,,,,,,
Lrrc41,Lrrc41<em1(IMPC)J>,homozygote,JAX,0.0030090270812437,0.11,0.0,0.288,5.0,2541.0,Lrrc41_Lrrc41<em1(IMPC)J>_homozygote_JAX,19.963,19.95,20.026,19.948,20.007,,,,,,,,,,,,,0.0061627468242988,0.124,0.0,0.324,4.0,1277.0,Lrrc41_Lrrc41<em1(IMPC)J>_homozygote_JAX_female,19.925,20.017,20.02,19.965,19.938
Trak2,Trak2<em1(IMPC)Mbp>,homozygote,UC Davis,0.0087000378262514,0.126,0.0,0.339,4.0,569.0,Trak2_Trak2<em1(IMPC)Mbp>_homozygote_UC Davis,19.934,19.984,19.888,19.931,20.001,,,,,,,,,,,,,,,,,,,,,,,,
Ddt,Ddt<tm1.1(KOMP)Vlcg>,homozygote,UC Davis,0.0087000378262514,0.125,0.0,0.326,4.0,569.0,Ddt_Ddt<tm1.1(KOMP)Vlcg>_homozygote_UC Davis,19.983,19.967,19.973,19.968,20.021,,,,,,,,,,,,,,,,,,,,,,,,
Cyp2e1,Cyp2e1<tm1b(KOMP)Wtsi>,homozygote,MRC Harwell,0.0070493454179254,0.124,0.0,0.326,4.0,858.0,Cyp2e1_Cyp2e1<tm1b(KOMP)Wtsi>_homozygote_MRC Harwell,19.996,20.01,20.068,19.962,19.989,,,,,,,,,,,,,,,,,,,,,,,,
Atp8b2,Atp8b2<tm1a(KOMP)Wtsi>,heterozygote,WTSI,0.0022550739163117,0.126,0.0,0.315,8.0,904.0,Atp8b2_Atp8b2<tm1a(KOMP)Wtsi>_heterozygote_WTSI,18.409,18.197,17.405,17.567,17.996,0.008827238335435,0.124,0.0,0.326,4.0,453.0,Atp8b2_Atp8b2<tm1a(KOMP)Wtsi>_heterozygote_WTSI_male,20.068,19.965,19.996,20.004,19.971,0.0289389067524115,0.171,0.0,0.432,4.0,451.0,Atp8b2_Atp8b2<tm1a(KOMP)Wtsi>_heterozygote_WTSI_female,18.883,18.75,18.094,18.252,18.391
B2m,B2m<tm1b(EUCOMM)Wtsi>,heterozygote,UC Davis,0.0643959552953698,0.25,0.014,0.509,4.0,569.0,B2m_B2m<tm1b(EUCOMM)Wtsi>_heterozygote_UC Davis,28.319,30.911,37.89,34.543,24.684,,,,,,,,,,,,,,,,,,,,,,,,
Pttg1ip,Pttg1ip<em1(IMPC)H>,homozygote,MRC Harwell,0.0187189609066598,0.148,0.0,0.386,3.0,323.0,Pttg1ip_Pttg1ip<em1(IMPC)H>_homozygote_MRC Harwell,19.963,19.978,19.898,19.85,20.042,,,,,,,,,,,,,,,,,,,,,,,,
Lyz3,Lyz3<tm1(KOMP)Vlcg>,homozygote,UC Davis,0.4809329877823028,0.416,0.099,0.747,4.0,569.0,Lyz3_Lyz3<tm1(KOMP)Vlcg>_homozygote_UC Davis,14.323,19.882,16.89,17.862,21.767,,,,,,,,,,,,,,,,,,,,,,,,
Arl10,Arl10<tm1.1(KOMP)Vlcg>,homozygote,UC Davis,0.0117617301125584,0.136,0.0,0.355,4.0,569.0,Arl10_Arl10<tm1.1(KOMP)Vlcg>_homozygote_UC Davis,19.809,19.863,19.584,19.697,19.775,,,,,,,,,,,,,,,,,,,,,,,,
Frmd3,Frmd3<em1(IMPC)J>,homozygote,JAX,0.2590494176896443,0.378,0.118,0.644,8.0,2541.0,Frmd3_Frmd3<em1(IMPC)J>_homozygote_JAX,15.826,22.677,20.271,11.76,6.151,0.2430080795525171,0.348,0.06,0.665,4.0,1264.0,Frmd3_Frmd3<em1(IMPC)J>_homozygote_JAX_male,21.105,23.498,19.419,14.982,9.493,0.1270780501549732,0.287,0.012,0.581,4.0,1277.0,Frmd3_Frmd3<em1(IMPC)J>_homozygote_JAX_female,12.572,19.599,22.622,15.153,14.531
Rnaset2b,Rnaset2b<tm1b(EUCOMM)Hmgu>,homozygote,MRC Harwell,0.0619938935351121,0.234,0.0,0.496,4.0,858.0,Rnaset2b_Rnaset2b<tm1b(EUCOMM)Hmgu>_homozygote_MRC Harwell,19.418,18.113,19.797,19.657,19.112,,,,,,,,,,,,,,,,,,,,,,,,
5730455P16Rik,5730455P16Rik<em1(IMPC)Mbp>,homozygote,UC Davis,0.008827238335435,0.127,0.0,0.34,4.0,569.0,5730455P16Rik_5730455P16Rik<em1(IMPC)Mbp>_homozygote_UC Davis,19.984,19.958,20.072,19.975,19.99,,,,,,,,,,,,,,,,,,,,,,,,
Usp14,Usp14<tm2b(EUCOMM)Wtsi>,heterozygote,MRC Harwell,0.0548523206751054,0.218,0.0,0.486,4.0,858.0,Usp14_Usp14<tm2b(EUCOMM)Wtsi>_heterozygote_MRC Harwell,19.426,19.587,19.809,18.882,18.026,,,,,,,,,,,,,,,,,,,,,,,,
Garre1,Garre1<em1(IMPC)J>,homozygote,JAX,0.2176560121765601,0.365,0.118,0.631,7.0,2541.0,Garre1_Garre1<em1(IMPC)J>_homozygote_JAX,17.878,20.391,21.71,21.317,18.295,0.5105740181268882,0.428,0.117,0.754,3.0,1264.0,Garre1_Garre1<em1(IMPC)J>_homozygote_JAX_male,19.289,21.692,23.292,20.53,19.936,0.0757025682398816,0.252,0.017,0.523,4.0,1277.0,Garre1_Garre1<em1(IMPC)J>_homozygote_JAX_female,16.908,18.22,18.325,21.418,17.601
Celf5,Celf5<em1(IMPC)J>,homozygote,JAX,0.0084457330139921,0.146,0.0,0.352,7.0,2541.0,Celf5_Celf5<em1(IMPC)J>_homozygote_JAX,16.876,17.255,20.653,19.481,17.818,0.0094637223974763,0.125,0.0,0.329,4.0,1264.0,Celf5_Celf5<em1(IMPC)J>_homozygote_JAX_male,19.935,19.951,19.928,19.954,19.958,0.0915541001500886,0.249,0.0,0.533,3.0,1277.0,Celf5_Celf5<em1(IMPC)J>_homozygote_JAX_female,16.122,16.406,21.06,19.291,17.318
Kcng4,Kcng4<tm1.1(KOMP)Vlcg>,homozygote,UC Davis,0.0080645161290322,0.125,0.0,0.335,4.0,569.0,Kcng4_Kcng4<tm1.1(KOMP)Vlcg>_homozygote_UC Davis,20.09,19.962,19.984,20.01,19.976,,,,,,,,,,,,,,,,,,,,,,,,
Adamts1,Adamts1<em1(IMPC)Mbp>,heterozygote,UC Davis,0.0071761299257207,0.126,0.0,0.331,4.0,569.0,Adamts1_Adamts1<em1(IMPC)Mbp>_heterozygote_UC Davis,20.021,19.97,20.039,19.954,20.032,,,,,,,,,,,,,,,,,,,,,,,,
Zcchc14,Zcchc14<tm1a(KOMP)Wtsi>,heterozygote,WTSI,0.0059097196026656,0.126,0.0,0.327,4.0,904.0,Zcchc14_Zcchc14<tm1a(KOMP)Wtsi>_heterozygote_WTSI,20.0,20.016,20.009,20.035,19.968,0.0081915563957151,0.126,0.0,0.338,4.0,453.0,Zcchc14_Zcchc14<tm1a(KOMP)Wtsi>_heterozygote_WTSI_male,19.986,20.062,19.998,20.096,19.959,,,,,,,,,,,,
Zcchc14,Zcchc14<tm1a(KOMP)Wtsi>,homozygote,WTSI,0.6963528413910093,0.457,0.123,0.79,3.0,904.0,Zcchc14_Zcchc14<tm1a(KOMP)Wtsi>_homozygote_WTSI,21.663,17.918,15.842,13.948,17.753,,,,,,,,,,,,,,,,,,,,,,,,
Gpr63,Gpr63<tm1.1(KOMP)Vlcg>,homozygote,UC Davis,0.0179412138948975,0.144,0.0,0.382,3.0,569.0,Gpr63_Gpr63<tm1.1(KOMP)Vlcg>_homozygote_UC Davis,20.0,19.999,19.969,19.923,19.967,,,,,,,,,,,,,,,,,,,,,,,,
Slc22a8,Slc22a8<tm1b(KOMP)Wtsi>,homozygote,MRC Harwell,0.0111223458038422,0.128,0.0,0.338,4.0,858.0,Slc22a8_Slc22a8<tm1b(KOMP)Wtsi>_homozygote_MRC Harwell,19.943,19.988,19.926,19.916,19.93,,,,,,,,,,,,,,,,,,,,,,,,
Prob1,Prob1<em1(IMPC)J>,homozygote,JAX,0.0005002501250625,0.083,0.0,0.222,8.0,2541.0,Prob1_Prob1<em1(IMPC)J>_homozygote_JAX,19.999,19.99,20.014,20.092,20.041,0.0080645161290322,0.126,0.0,0.334,4.0,1264.0,Prob1_Prob1<em1(IMPC)J>_homozygote_JAX_male,20.001,19.959,19.996,19.955,20.016,0.0085728693898134,0.125,0.0,0.331,4.0,1277.0,Prob1_Prob1<em1(IMPC)J>_homozygote_JAX_female,19.973,19.975,19.979,19.974,19.99
Kcnc2,Kcnc2<tm1.1(KOMP)Vlcg>,homozygote,UC Davis,0.021841869970622,0.155,0.0,0.402,4.0,569.0,Kcnc2_Kcnc2<tm1.1(KOMP)Vlcg>_homozygote_UC Davis,20.012,18.99,19.737,18.54,19.434,,,,,,,,,,,,,,,,,,,,,,,,
Fxyd3,Fxyd3<tm1a(KOMP)Wtsi>,homozygote,WTSI,0.0069225928256765,0.126,0.0,0.328,4.0,904.0,Fxyd3_Fxyd3<tm1a(KOMP)Wtsi>_homozygote_WTSI,20.017,19.958,19.944,19.934,20.024,,,,,,,,,,,,,0.0165184243964421,0.142,0.0,0.372,3.0,451.0,Fxyd3_Fxyd3<tm1a(KOMP)Wtsi>_homozygote_WTSI_female,19.972,20.054,20.033,20.07,19.984
Pak1,Pak1<tm1b(EUCOMM)Hmgu>,homozygote,MRC Harwell,0.0280133641737342,0.175,0.0,0.425,4.0,858.0,Pak1_Pak1<tm1b(EUCOMM)Hmgu>_homozygote_MRC Harwell,20.031,19.727,18.658,18.922,19.543,,,,,,,,,,,,,,,,,,,,,,,,
Polr3a,Polr3a<em2(IMPC)Tcp>,heterozygote,TCP,0.0074297947361793,0.124,0.0,0.322,4.0,588.0,Polr3a_Polr3a<em2(IMPC)Tcp>_heterozygote_TCP,19.973,20.054,20.081,19.996,19.997,,,,,,,,,,,,,,,,,,,,,,,,
Akap8l,Akap8l<em1(IMPC)J>,homozygote,JAX,0.0807889759524452,0.284,0.037,0.535,8.0,2541.0,Akap8l_Akap8l<em1(IMPC)J>_homozygote_JAX,7.4,10.956,26.681,14.794,14.862,0.2106537530266344,0.337,0.047,0.641,4.0,1264.0,Akap8l_Akap8l<em1(IMPC)J>_homozygote_JAX_male,8.584,12.961,27.548,15.626,15.655,0.0102285642126531,0.129,0.0,0.344,4.0,1277.0,Akap8l_Akap8l<em1(IMPC)J>_homozygote_JAX_female,19.875,19.945,19.983,20.022,19.945
Mamdc2,Mamdc2<em1(IMPC)J>,homozygote,JAX,0.0007505629221916,0.091,0.0,0.244,7.0,2541.0,Mamdc2_Mamdc2<em1(IMPC)J>_homozygote_JAX,20.019,20.04,19.937,19.985,19.917,0.0067958721369242,0.124,0.0,0.327,4.0,1264.0,Mamdc2_Mamdc2<em1(IMPC)J>_homozygote_JAX_male,19.987,20.05,20.022,19.963,20.011,0.0136847440446021,0.143,0.0,0.378,3.0,1277.0,Mamdc2_Mamdc2<em1(IMPC)J>_homozygote_JAX_female,20.035,19.947,20.014,19.963,19.984
Fbrs,Fbrs<em1(IMPC)J>,heterozygote,JAX,0.0080645161290322,0.125,0.0,0.332,4.0,2541.0,Fbrs_Fbrs<em1(IMPC)J>_heterozygote_JAX,19.923,20.022,19.976,19.95,19.998,,,,,,,,,,,,,,,,,,,,,,,,
Kif21a,Kif21a<tm1b(EUCOMM)Hmgu>,heterozygote,JAX,0.0001250156269533,0.083,0.0,0.23,8.0,2541.0,Kif21a_Kif21a<tm1b(EUCOMM)Hmgu>_heterozygote_JAX,19.959,20.028,19.978,19.982,20.091,0.0083186286866649,0.125,0.0,0.335,4.0,1264.0,Kif21a_Kif21a<tm1b(EUCOMM)Hmgu>_heterozygote_JAX_male,19.91,19.989,20.033,19.914,20.015,0.0074297947361793,0.126,0.0,0.34,4.0,1277.0,Kif21a_Kif21a<tm1b(EUCOMM)Hmgu>_heterozygote_JAX_female,19.948,19.984,19.912,20.002,19.971
Asb10,Asb10<tm2b(KOMP)Wtsi>,homozygote,JAX,0.0027575833542241,0.099,0.0,0.273,7.0,2541.0,Asb10_Asb10<tm2b(KOMP)Wtsi>_homozygote_JAX,19.801,19.578,19.732,19.914,19.673,0.0156150818839659,0.139,0.0,0.363,4.0,1264.0,Asb10_Asb10<tm2b(KOMP)Wtsi>_homozygote_JAX_male,19.701,19.565,19.708,19.891,19.599,0.0153572788424927,0.143,0.0,0.373,3.0,1277.0,Asb10_Asb10<tm2b(KOMP)Wtsi>_homozygote_JAX_female,19.911,19.956,20.063,20.021,19.959
Dalrd3,Dalrd3<em1(IMPC)J>,homozygote,JAX,0.0043942247332077,0.133,0.0,0.328,7.0,2541.0,Dalrd3_Dalrd3<em1(IMPC)J>_homozygote_JAX,15.625,17.868,21.358,18.469,19.96,0.0076835873535709,0.125,0.0,0.334,4.0,1264.0,Dalrd3_Dalrd3<em1(IMPC)J>_homozygote_JAX_male,20.04,20.012,19.978,19.993,20.03,0.0818120351588911,0.232,0.0,0.527,3.0,1277.0,Dalrd3_Dalrd3<em1(IMPC)J>_homozygote_JAX_female,14.262,17.06,21.798,17.842,19.919
Acadvl,Acadvl<em1(IMPC)H>,homozygote,MRC Harwell,0.0089544709294993,0.127,0.0,0.341,4.0,70.0,Acadvl_Acadvl<em1(IMPC)H>_homozygote_MRC Harwell,19.983,20.02,20.089,20.029,19.995,,,,,,,,,,,,,,,,,,,,,,,,
1700037C18Rik,1700037C18Rik<tm1b(KOMP)Mbp>,homozygote,UC Davis,0.0293360782295419,0.18,0.0,0.433,4.0,569.0,1700037C18Rik_1700037C18Rik<tm1b(KOMP)Mbp>_homozygote_UC Davis,18.44,19.238,16.278,18.5,22.053,,,,,,,,,,,,,,,,,,,,,,,,
Ccdc88b,Ccdc88b<em1(IMPC)Tcp>,homozygote,TCP,0.0085728693898134,0.125,0.0,0.328,4.0,588.0,Ccdc88b_Ccdc88b<em1(IMPC)Tcp>_homozygote_TCP,20.042,19.998,19.978,19.952,19.994,,,,,,,,,,,,,,,,,,,,,,,,
Phtf2,Phtf2<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,0.0052777079668258,0.111,0.0,0.299,5.0,904.0,Phtf2_Phtf2<tm1a(EUCOMM)Wtsi>_homozygote_WTSI,19.986,20.0,20.029,20.044,20.047,,,,,,,,,,,,,0.0158730158730158,0.143,0.0,0.375,3.0,451.0,Phtf2_Phtf2<tm1a(EUCOMM)Wtsi>_homozygote_WTSI_female,19.988,19.988,20.0,20.021,20.071
Sfswap,Sfswap<em1(IMPC)J>,heterozygote,JAX,0.0008757662955085,0.084,0.0,0.227,8.0,2541.0,Sfswap_Sfswap<em1(IMPC)J>_heterozygote_JAX,20.006,19.959,19.974,19.937,20.038,0.0092090324208401,0.124,0.0,0.327,4.0,1264.0,Sfswap_Sfswap<em1(IMPC)J>_heterozygote_JAX_male,19.98,19.879,19.998,20.079,20.065,0.0074297947361793,0.126,0.0,0.33,4.0,1277.0,Sfswap_Sfswap<em1(IMPC)J>_heterozygote_JAX_female,20.033,20.023,19.99,19.964,19.971
Hhipl1,Hhipl1<tm1b(KOMP)Wtsi>,homozygote,MRC Harwell,0.0076835873535709,0.125,0.0,0.328,4.0,858.0,Hhipl1_Hhipl1<tm1b(KOMP)Wtsi>_homozygote_MRC Harwell,19.962,19.956,19.997,19.904,19.953,,,,,,,,,,,,,,,,,,,,,,,,
4930579F01Rik,4930579F01Rik<em1(IMPC)J>,homozygote,JAX,0.0074297947361793,0.124,0.0,0.328,6.0,2541.0,4930579F01Rik_4930579F01Rik<em1(IMPC)J>_homozygote_JAX,19.248,19.577,19.629,19.343,18.913,0.0241966457559851,0.156,0.0,0.403,4.0,1264.0,4930579F01Rik_4930579F01Rik<em1(IMPC)J>_homozygote_JAX_male,19.113,19.551,19.653,19.291,18.833,,,,,,,,,,,,
Ntrk1,Ntrk1<tm1b(EUCOMM)Wtsi>,heterozygote,MRC Harwell,0.0230179028132992,0.149,0.0,0.397,4.0,858.0,Ntrk1_Ntrk1<tm1b(EUCOMM)Wtsi>_heterozygote_MRC Harwell,20.239,19.382,19.197,19.335,20.009,,,,,,,,,,,,,,,,,,,,,,,,
